Idioma,Esquema,F1,Precision,Recall
es,BIO,0.7862093269117819,0.8040605478135512,0.7691335325212595
es,IO,0.7798176003790122,0.7992231124059238,0.7613320999074931
es,BIOW,0.7830631900399342,0.8007446552966611,0.7661457136290508
es,BIOE,0.7888862781954888,0.8068973804373949,0.771661686968513
es,BIOEW,0.7842883983090653,0.8018007202881152,0.7675247069639164
es,BIOW+,0.7633059788980071,0.7790141182100981,0.7482188002757987
